,ID,요일,기상상태,노면상태,사고유형,사고유형 - 세부분류,법규위반,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,연,월,일,시간,도시,구,동,도로형태1,도로형태2,설치개수,cnt,급지구분_1,급지구분_2,급지구분_3
100,ACCIDENT_00100,금요일,맑음,건조,차량단독,공작물충돌,안전운전불이행,승용,여,53세,경상,,,,,2019,1,4,12,대구광역시,동구,도학동,단일로,기타,46.0,,,,
101,ACCIDENT_00101,금요일,맑음,건조,차대차,측면충돌,차로위반,승용,여,54세,상해없음,승용,남,36세,경상,2019,1,4,12,대구광역시,수성구,욱수동,단일로,기타,,,,,
102,ACCIDENT_00102,금요일,맑음,건조,차대사람,보도통행중,기타,승용,남,50세,상해없음,보행자,여,58세,중상,2019,1,4,13,대구광역시,달서구,신당동,단일로,기타,528.0,,0.0,3.0,3.0
103,ACCIDENT_00103,금요일,맑음,건조,차대차,측면충돌,안전거리미확보,승용,여,46세,상해없음,이륜,남,19세,경상,2019,1,4,14,대구광역시,동구,불로동,교차로,교차로부근,622.0,,0.0,0.0,2.0
104,ACCIDENT_00104,금요일,맑음,건조,차대차,측면충돌,교차로운행방법위반,승용,남,37세,경상,승용,남,44세,경상,2019,1,4,14,대구광역시,달서구,상인동,교차로,교차로안,843.0,,0.0,0.0,5.0
105,ACCIDENT_00105,금요일,맑음,건조,차대사람,기타,보행자보호의무위반,승용,여,62세,상해없음,보행자,여,67세,경상,2019,1,4,15,대구광역시,북구,태전동,단일로,기타,306.0,13.0,0.0,14.0,1.0
106,ACCIDENT_00106,금요일,맑음,건조,차대차,기타,안전거리미확보,이륜,남,46세,부상신고,이륜,남,17세,경상,2019,1,4,16,대구광역시,동구,신암동,교차로,교차로부근,2057.0,,0.0,1.0,0.0
107,ACCIDENT_00107,금요일,맑음,건조,차대차,기타,안전운전불이행,승용,여,56세,상해없음,이륜,남,35세,중상,2019,1,4,16,대구광역시,달서구,상인동,단일로,기타,843.0,,0.0,0.0,5.0
108,ACCIDENT_00108,금요일,맑음,건조,차대사람,기타,안전운전불이행,승용,남,51세,상해없음,보행자,여,75세,중상,2019,1,4,17,대구광역시,남구,대명동,단일로,기타,5377.0,26.0,20.0,1.0,0.0
109,ACCIDENT_00109,금요일,맑음,건조,차대차,측면충돌,안전운전불이행,승용,남,68세,경상,승용,남,26세,경상,2019,1,4,17,대구광역시,동구,효목동,단일로,기타,1164.0,,,,
110,ACCIDENT_00110,금요일,맑음,건조,차대사람,기타,안전운전불이행,화물,남,58세,상해없음,보행자,여,75세,중상,2019,1,4,17,대구광역시,북구,칠성동1가,교차로,교차로안,79.0,,11.0,0.0,0.0
111,ACCIDENT_00111,금요일,맑음,건조,차대차,추돌,안전운전불이행,승용,남,62세,상해없음,화물,남,35세,경상,2019,1,4,17,대구광역시,달서구,용산동,단일로,기타,480.0,,0.0,2.0,2.0
112,ACCIDENT_00112,금요일,맑음,건조,차대사람,횡단중,신호위반,원동기,남,20세,상해없음,보행자,여,22세,경상,2019,1,4,18,대구광역시,달서구,장기동,단일로,기타,335.0,,0.0,2.0,1.0
113,ACCIDENT_00113,금요일,흐림,건조,차대사람,보도통행중,기타,이륜,남,23세,상해없음,보행자,남,47세,부상신고,2019,1,4,18,대구광역시,북구,읍내동,교차로,교차로부근,369.0,13.0,0.0,13.0,2.0
114,ACCIDENT_00114,금요일,맑음,건조,차대사람,기타,안전운전불이행,승용,여,49세,상해없음,보행자,남,16세,경상,2019,1,4,18,대구광역시,북구,서변동,단일로,기타,237.0,5.0,0.0,0.0,3.0
115,ACCIDENT_00115,금요일,맑음,건조,차대사람,횡단중,안전운전불이행,승용,남,34세,상해없음,보행자,남,57세,중상,2019,1,4,19,대구광역시,수성구,매호동,교차로,교차로부근,,,,,
116,ACCIDENT_00116,금요일,맑음,건조,차대차,측면충돌,중앙선침범,이륜,여,23세,중상,승합,여,54세,경상,2019,1,4,19,대구광역시,달서구,상인동,교차로,교차로부근,843.0,,0.0,0.0,5.0
117,ACCIDENT_00117,금요일,맑음,건조,차대차,측면충돌,안전거리미확보,승용,남,52세,상해없음,승용,남,22세,경상,2019,1,4,20,대구광역시,남구,대명동,단일로,기타,5377.0,26.0,20.0,1.0,0.0
118,ACCIDENT_00118,금요일,맑음,건조,차량단독,기타,기타,승용,남,62세,상해없음,,,,,2019,1,4,20,대구광역시,남구,대명동,교차로,교차로부근,5377.0,26.0,20.0,1.0,0.0
119,ACCIDENT_00119,금요일,맑음,건조,차대차,추돌,안전운전불이행,승용,남,46세,상해없음,승용,여,58세,경상,2019,1,4,20,대구광역시,달서구,월성동,교차로,교차로부근,164.0,,0.0,1.0,0.0
120,ACCIDENT_00120,금요일,맑음,건조,차대사람,횡단중,보행자보호의무위반,승용,남,38세,상해없음,보행자,남,38세,경상,2019,1,4,21,대구광역시,달서구,월성동,단일로,기타,164.0,,0.0,1.0,0.0
121,ACCIDENT_00121,토요일,맑음,건조,차대차,측면충돌,안전운전불이행,승용,남,50세,부상신고,승용,남,58세,상해없음,2019,1,5,0,대구광역시,수성구,황금동,단일로,기타,,,,,
122,ACCIDENT_00122,토요일,맑음,건조,차대차,추돌,안전운전불이행,승용,남,67세,상해없음,승용,남,37세,경상,2019,1,5,0,대구광역시,달서구,대천동,교차로,교차로부근,108.0,,,,
